pl_name,sy_snum,sy_pnum,sy_mnum,cb_flag,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_angsep,pl_angseplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_radv,st_radverr1,st_radverr2,st_radvlim,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_rmag,sy_rmagerr1,sy_imag,sy_imagerr1,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,pl_Omega,ra_deg,cluster,is_centroid,vx,vy,vz,x,y,z
GJ 1252 b,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.5182331,0.0000084,-8.4e-06,0,0.00915,0.00015,-0.00015,0.0,0.449,0,1.193,0.074,-0.074,0,0.106,0.007,-0.007,0.0,1.32,0.28,-0.28,0,0.00415,0.00088,-0.00088,0.0,4.2,1.3,-1.1,0.0,0.0,nan,nan,0.0,233.0,0,1089,69,-69,0,85.0,2.1,-1.8,0,2458668.097,0.00091,-0.00091,0,0.0,0.44,0.12,-0.17,0.0,0.079726,0.004729,-0.004729,0,0.724,0.013,-0.013,0.0,5.03,0.27,-0.27,0,0.02802,0.0009,-0.0009,0,2453432.026,nan,-24.6355,nan,90.0,nan,-20.465,0,2,0.43,-0.43,0.0,3458.0,140,-133.0,0,0.39,0.02,-0.02,0.0,0.38,0.02,-0.02,0.0,0.1,0.1,-0.1,0.0,-1.708,0.054,-0.054,0.0,4.89,0.1,-0.1,0.0,3.9,0.4,-0.4,0.0,8.99304,0.33053,-0.33053,0.0,2.9299999999999997,0.5,-0.5,0.0,7.48,0.0,0.0,0.0,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865,-35.49343,341.21724,-36.09064,294.24988,1301.74991,0.0726244,-0.0726244,424.414,0.0734525,-0.0734525,-1230.62,0.0725253,-0.0725253,20.373,0.0192,-0.0192,49.0558,0.045873,-0.045873,13.655,0.029,-0.03,12.68,0.2,-0.2,8.697,0.019,-0.019,8.161,0.034,-0.034,7.915,0.023,-0.023,13.0135,0.01,12.82,0.01696405,7.555,0.029,-0.026,7.582,0.022,-0.022,7.581,0.018,-0.02,7.51,0.066,-0.066,11.2364,0.000806,-0.000806,10.1165,0.0073413,-0.0073413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.17621341442788,306.92866666666663,1,False,39.36897970929092,52.58007793447635,4.006769907656708e-15,0.0006383649101466166,-0.000477971432944697,0.009115181487539472
GJ 143 b,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,35.61253,0.0006,-0.00062,0,0.1915,0.0058,-0.0063,0.0,11.7,0,2.61,0.17,-0.16,0,0.233,0.015,-0.014,0.0,22.7,2.2,-1.9,0,0.07142,0.00692,-0.00598,0.0,7,1.6,-1.3,0.0,0.188,0.076,-0.078,0.0,10.86,0,422,15,-14,0,89.33,0.15,-0.11,0,2458385.925,0.00054,-0.00055,0,0.0,0.587,0.097,-0.15,0.0,0.1575,0.008097,-0.008097,0,3.23,0.041,-0.038,0.0,60.1,3.2,-3.3,0,0.035,0.0011,-0.001,0,2458350.8,1.6,-1.1,0,98.0,21,-17.0,0,5.51,0.41,-0.33,0.0,4640.0,100,-100.0,0,0.7,0.03,-0.03,0.0,0.73,0.07,-0.07,0.0,0.003,0.06,-0.06,0.0,-0.686,0.0,0.0,0.0,4.61,0.05,-0.06,0.0,3.8,3.7,-3.7,0.0,3.03,0.5,-0.47,0.0,2.9299999999999997,0.5,-0.5,0.0,59.46,0.12,-0.12,0.0,03h27m00.05s,51.7501882,-63d30m00.60s,-63.500166,-45.82079,279.23027,-73.83641,352.87836,432.8060751,0.0461542,-0.0461542,355.084,0.0449355,-0.0449355,-247.46,0.0485673,-0.0485673,16.32,0.0071,-0.0071,61.2455,0.0263568,-0.0263568,9.214,0.023,-0.023,8.08,0.03,-0.03,6.081,0.02,-0.02,5.524,0.031,-0.031,5.375,0.024,-0.024,13.0135,0.01,12.82,0.01696405,7.555,0.029,-0.026,7.582,0.022,-0.022,7.581,0.018,-0.02,7.51,0.066,-0.066,7.67906,0.00026,-0.00026,6.9934,0.006,-0.006,1.0,1.0,0.0,1.0,0.0,0.0,0.0,128.2479071979646,51.75020833333333,1,False,10.668893363428584,-13.48878866547796,-2.4168588919888543,0.011983186462124784,-0.01811033772176827,0.15397417612644482
GJ 179 b,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2288.0,59,-59.0,0,2.41,0.04,-0.04,0.0,195.0,0,13.8,nan,-0.3065,0,1.23,0.028,nan,0.0,301.93699,50.85255,-34.96112,0,0.95,0.16,-0.11,0.0,0.631,0.18,nan,0.0,0.21,0.08,-0.08,0.0,308.21000000000004,nan,nan,nan,nan,nan,61.0,16,-13,0,2454876,35,-37.0,0,0.0,nan,0.07,nan,0.0,0.6465000000000001,nan,-0.0067,nan,nan,nan,nan,0.0,10.239999999999998,nan,nan,nan,nan,nan,nan,nan,2455140.0,104,-104.0,0,153.0,24,-24.0,0,25.8,2.2,-2.2,0.0,3370.0,100,-100.0,0,0.38,0.02,-0.02,0.0,0.36,0.03,-0.03,0.0,0.3,0.1,-0.1,0.0,-1.796,0.051,-0.058,0.0,4.83,0.04,-0.04,0.0,4.2,1.1,-1.1,0.0,9.67547,0.3221,-0.3221,0.0,1.5,0.5,-0.5,1.0,2.35,0.03,-0.02,0.0,04h52m05.89s,73.0245495,+06d28m30.84s,6.4752347,-22.86269,192.2274,-15.93526,72.43683,342.4034373,0.0744487,-0.0744487,153.425,0.108799,-0.108799,-306.106,0.0629389,-0.0629389,12.356,0.0093,-0.0093,80.9036,0.0606064,-0.0606064,13.552,0.057,-0.057,11.963,0.041,-0.041,7.814,0.024,-0.024,7.209,0.046,-0.046,6.942,0.018,-0.018,13.0135,0.01,12.82,0.01696405,6.804,0.065,-0.026,6.624,0.021,-0.022,6.567,0.017,-0.02,6.539,0.066,-0.066,10.7055,0.00062,-0.00062,9.44636,0.0073054,-0.0073054,0.0,1.0,2.0,2.0,0.0,0.0,0.0,104.9486236090561,73.02454166666666,6,False,2.67709561613279,-1.63893692167608,-3.903468053560829,0.03272303030124486,-1.7470715623637334,0.7559797413078263
GJ 2030 c,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,25533.11353,2549.01187,-2322.57168,0,16.761,1.294,-1.337,0.0,452.0,0,12.3,nan,-0.3065,0,1.1,0.028,nan,0.0,4069.15709,742.12933,-678.88148,0,12.803,2.335,-2.136,0.0,12,0.18,nan,0.0,0.041,0.003,-0.008,0.0,308.21000000000004,nan,nan,nan,nan,nan,16.999,2.935,-2.535,0,nan,nan,-0.0007,nan,0.0,nan,0.07,nan,0.0,0.6465000000000001,nan,-0.0067,nan,nan,nan,nan,0.0,10.239999999999998,nan,nan,nan,nan,nan,nan,nan,2441013.547,4547.266,-5461.956,0,205.126,64.447,-63.431,0,26.494,0.165,-0.266,0.0,5485.0,103.9,-94.4,0,2.24,0.1,-0.09,0.0,0.96,0.12,-0.12,0.0,-0.4,0.1,-0.1,0.0,0.612,0.011,-0.007,0.0,3.72,0.09,-0.06,0.0,4.2,1.1,-1.1,0.0,0.12025,0.02734,-0.02189,0.0,2.9299999999999997,0.5,-0.5,0.0,2.35,0.03,-0.02,0.0,03h23m17.70s,50.8237604,-07d47m42.15s,-7.7950429,-49.20245,191.80875,-25.46426,46.11108,219.5420718,0.0738336,-0.0738336,1.76212,0.0733154,-0.0733154,-219.535,0.0738336,-0.0738336,37.0788,0.0647,-0.0644,26.9407,0.0465947,-0.0465947,6.925,0.022,-0.022,6.20902,0.023,-0.023,4.909,0.017,-0.017,4.579,0.076,-0.076,4.417,0.027,-0.027,13.0135,0.01,12.82,0.01696405,4.325,0.39,-0.39,4.079,0.223,-0.223,4.351,0.015,-0.015,4.298,0.024,-0.024,6.02088,0.0007692,-0.0007692,5.5464,0.0061,-0.0061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.40019041416846,50.82375,5,False,1.1894003750951962,0.9813089040877198,-0.4232389144157814,9.721852854585084,-12.644016765850397,-1.9953524478374693
GJ 238 b,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.7446999,0.0000019,-1.8e-06,0,0.02123,0.00016,-0.00017,0.0,1.4,0,0.566,0.014,-0.014,0,0.05,0.001,-0.001,0.0,0.126,nan,nan,0,0.0004,0.12,nan,0.0,3.82,0.18,nan,0.0,0.12,nan,nan,0.0,107.26,0,758,16,-15,0,89.99,0.8,-0.79,0,2458326.982,0.00064,-0.0007,0,0.0,0.202,0.075,-0.072,0.0,0.016,0.001587,-0.001587,0,1.239,0.018,-0.018,0.0,10.239999999999998,nan,nan,nan,0.01204,0.00023,-0.00023,0,2453432.026,nan,-24.6355,nan,132.0,nan,-20.465,nan,nan,2.4,nan,0.0,3485.0,140,-140.0,0,0.43,0.01,-0.01,0.0,0.42,0.01,-0.01,0.0,0.15,0.1,-0.1,0.0,-1.616,0.054,-0.053,0.0,4.85,0.06,-0.06,0.0,4.2,1.1,-1.1,0.0,7.64538,0.31805,-0.31805,0.0,2.9299999999999997,0.5,-0.5,0.0,2.35,0.03,-0.02,0.0,06h33m49.17s,98.454881,-58d31m30.11s,-58.5250316,-25.12418,267.83346,-81.08673,119.69723,892.6796479,0.0682143,-0.0682143,-404.351,0.0689181,-0.0689181,795.85,0.0680314,-0.0680314,15.2142,0.0071,-0.0072,65.6992,0.0305741,-0.0305741,12.872,0.289,-0.289,11.62,0.1,-0.1,7.898,0.023,-0.023,7.312,0.034,-0.034,7.03,0.023,-0.023,13.0135,0.01,12.82,0.01696405,7.555,0.029,-0.026,7.582,0.022,-0.022,7.581,0.018,-0.02,7.51,0.066,-0.066,10.5294,0.000463,-0.000463,9.36854,0.0073252,-0.0073252,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81.54511912691387,98.454875,1,False,-5.309995669801987,-35.76105983032176,-32.55243160525145,-0.0018404205340369828,-0.01236474828162978,0.013883728676037585
GJ 3090 b,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2.8531054,0.0000023,-2.3e-06,0,0.03165,0.00027,-0.00027,0.0,1.41,0,2.13,0.11,-0.11,0,0.19,0.01,-0.01,0.0,3.34,0.72,-0.72,0,0.01051,0.00227,-0.00227,0.0,1.89,0.52,-0.45,0.0,0.32,nan,nan,1.0,23.04,0,693,18,-18,0,87.14,0.79,-0.3,0,2458370.418,0.0003,-0.0003,0,0.0,0.631,0.093,-0.26,0.0,0.1395,0.012058,-0.012058,0,1.281,0.024,-0.024,0.0,13.18,0.42,-0.42,0,0.0379,0.0011,-0.0014,0,2453432.026,nan,-24.6355,nan,137.0,73,-57.0,0,2.38,0.51,-0.51,0.0,3556.0,70,-70.0,0,0.52,0.02,-0.02,0.0,0.52,0.01,-0.01,0.0,-0.06,0.12,-0.12,0.0,-1.342,0.017,-0.016,0.0,4.73,0.03,-0.03,0.0,4.2,1.1,-1.1,0.0,5.32,0.52,-0.47,0.0,1.468,0.05,-0.05,1.0,2.35,0.03,-0.02,0.0,01h21m45.22s,20.4384281,-46d42m53.00s,-46.7147234,-69.52189,287.95198,-49.73977,353.78726,136.8908631,0.061305,-0.061305,-111.206,0.0578318,-0.0578318,-79.8269,0.0675376,-0.0675376,22.4751,0.02605,-0.02605,44.4649,0.0512046,-0.0512046,12.89,0.014,-0.014,11.403,0.026,-0.026,8.168,0.021,-0.021,7.536,0.036,-0.036,7.294,0.026,-0.026,13.0135,0.01,12.82,0.01696405,7.053,0.038,-0.038,7.113,0.019,-0.019,7.045,0.016,-0.016,6.941,0.082,-0.082,10.5521,0.000938,-0.000938,9.49275,0.0074209,-0.0074209,0.0,1.0,0.0,0.0,0.0,0.0,0.0,159.53819422629618,20.438416666666665,6,False,32.06931821529054,-10.049316061642132,-35.94278332356195,0.014491050528671645,-0.006188661829518323,0.01465968633141064
GJ 317 b,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,695.66,0.355,-0.355,0,1.151,0.018,-0.018,0.0,75.7,0,13.3,nan,-0.3065,0,1.18,0.028,nan,0.0,794.5,222.5,-127.1,0,2.5,0.7,-0.4,0.0,1.86,0.18,nan,0.0,0.07,0.01,-0.01,0.0,308.21000000000004,nan,nan,nan,nan,nan,45.0,30,-10,0,2455306.1,4.6,-4.5,0,0.0,nan,0.07,nan,0.0,0.6465000000000001,nan,-0.0067,nan,nan,nan,nan,0.0,10.239999999999998,nan,nan,nan,nan,nan,nan,nan,2450988.9,14.5,-14.5,0,72.0,133,-133.0,0,71.81,0.58,-0.58,0.0,3492.73,44.6,-44.6,0,0.43,0.01,-0.01,0.0,0.42,0.02,-0.02,0.0,0.301,0.076,-0.076,0.0,-1.687,0.096,-0.124,0.0,4.82,0.01,-0.01,0.0,5.0,1.1,-1.1,0.0,7.64772,0.31381,-0.31381,0.0,2.9299999999999997,0.5,-0.5,0.0,87.8,1.5,-1.5,0.0,08h40m58.69s,130.2445254,-23d27m10.11s,-23.452809,11.19034,246.79531,-40.06754,140.75564,928.2322049,0.1290887,-0.1290887,-461.162,0.139464,-0.139464,805.571,0.125502,-0.125502,15.1968,0.013,-0.0129,65.7744,0.0556846,-0.0556846,13.47,0.044,-0.03,12.4,0.2,-0.2,7.934,0.027,-0.027,7.321,0.071,-0.071,7.028,0.02,-0.02,13.0135,0.01,12.82,0.01696405,6.867,0.065,-0.026,6.766,0.021,-0.022,6.704,0.016,-0.02,6.502,0.066,-0.066,10.7539,0.000818,-0.000818,9.51138,0.0073881,-0.0073881,0.0,0.0,1.0,4.0,0.0,0.0,0.0,59.09972799021894,130.24454166666666,1,False,-4.245977962500308,-4.421545028354971,1.372650546653739,-0.4478159957997835,0.6535128779217073,0.719862582161579
GJ 3470 b,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3.3366496,0.0000039,-3.3e-06,0,0.0355,0.0019,-0.0019,0.0,1.21,0,4.57,0.18,-0.18,0,0.408,0.016,-0.016,0.0,13.9,1.5,-1.5,0,0.04373,0.00472,-0.00472,0.0,0.8,0.13,-0.13,0.0,0.017,0.016,-0.012,0.0,40.58,0,594,96,-96,0,89.13,0.26,-0.34,0,2455983.704,nan,-0.0007,0,0.0,0.4,0.06,-0.08,0.0,0.653,0.000015,-1.5e-05,0,1.8984,0.012,-0.012,0.0,13.98,0.2,-0.28,0,0.07642,0.00037,-0.00037,0,2453432.026,nan,-24.6355,nan,1.7,0.96,-1.2,0,13.4,1.2,-1.2,0.0,3600.0,100,-100.0,0,0.55,0.02,-0.02,0.0,0.54,0.05,-0.04,0.0,0.2,0.1,-0.1,0.0,-1.538,0.029,-0.031,0.0,4.7,0.05,-0.05,0.0,1.65,1.35,-1.35,0.0,3.3,0.17,-0.17,0.0,2.9299999999999997,0.5,-0.5,0.0,26.52,0.0,0.0,0.0,07h59m05.64s,119.7735021,+15d23m28.35s,15.391209,21.75667,206.23529,-5.12786,118.72644,194.3609859,0.1028126,-0.1028126,-185.734,0.105966,-0.105966,-57.2632,0.0603679,-0.0603679,29.4214,0.0508,-0.0507,33.9601,0.0581536,-0.0581536,13.785,0.044,-0.044,12.332,0.016,-0.016,8.794,0.026,-0.026,8.206,0.023,-0.023,7.989,0.023,-0.023,11.8694,0.0008937,10.7632,0.0004918,7.807,0.027,-0.027,7.783,0.02,-0.02,7.683,0.02,-0.02,7.786,0.215,-0.215,11.3537,0.001255,-0.001255,10.2479,0.0073281,-0.0073281,3.0,0.0,1.0,0.0,1.0,28.0,0.0,60.22934491622582,119.7735,1,False,-0.9464959912040048,-0.6178440933973676,33.900659617721956,0.017305869423303345,0.030285328200943516,0.0010351287430603786
GJ 3473 b,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1.1980035,0.0000018,-1.9e-06,0,0.01589,0.00062,-0.00062,0.0,0.581,0,1.264,0.05,-0.049,0,0.113,0.004,-0.004,0.0,1.86,0.3,-0.3,0,0.00585,0.00094,-0.00094,0.0,5.03,1.07,-0.93,0.0,0.0,nan,nan,0.0,59.4,0,773,16,-15,0,87.95,0.47,-0.45,0,2458492.204,0.00043,-0.00042,0,0.0,0.336,0.066,-0.074,0.0,0.115032,0.009333,-0.009333,0,0.95,0.015,-0.014,0.0,9.39,0.19,-0.21,0,0.03184,0.00069,-0.00067,0,2453432.026,nan,-24.6355,nan,132.0,nan,-20.465,nan,2.21,0.35,-0.35,0.0,3347.0,54,-54.0,0,0.36,0.01,-0.01,0.0,0.36,0.02,-0.02,0.0,0.11,0.19,-0.19,0.0,-1.824,0.005,-0.006,0.0,4.81,0.06,-0.06,0.0,4.2,1.1,-1.1,0.0,10.93,0.66,-0.69,0.0,2.0,0.5,-0.5,1.0,-1.1,0.01,-0.01,0.0,08h02m22.47s,120.5936065,+03d20m13.79s,3.3371629,17.28798,218.15071,-16.76322,122.04427,554.7223327,0.0704113,-0.0704113,-403.168,0.0856354,-0.0856354,-381.015,0.0479354,-0.0479354,27.3644,0.0376,-0.0376,36.515,0.0498293,-0.0498293,15.241,0.053,-0.053,13.74,0.027,-0.027,9.627,0.023,-0.023,9.063,0.022,-0.022,8.829001,0.024,-0.024,13.2912,0.002163,11.9009,0.0007628,8.671,0.023,-0.026,8.506,0.019,-0.022,8.385,0.024,-0.02,8.347,0.066,-0.066,12.465,0.000343,-0.000343,11.1972,0.0073095,-0.0073095,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.42246119512943,120.59362499999999,1,False,-17.816112359031635,-32.49769316259531,-33.3311864917425,-0.005772459009484665,-0.00893906555586257,0.011801013684078617
GJ 357 b,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,3.9306,0.000002,-2e-06,0,0.036,0.0004,-0.0004,0.0,3.81,0,1.2,0.06,-0.06,0,0.107,0.005,-0.005,0.0,1.84,0.31,-0.31,0,0.00579,0.00098,-0.00098,0.0,5.6,1.7,-1.3,0.0,0.12,nan,nan,0.0,12.6,0,518,44,-44,0,89.228,0.483,-0.483,0,2459272.676,0.0004,-0.0004,0,0.0,0.307,0.16,-0.16,0.0,0.0955,0.0062,-0.0062,0,1.291,0.123,-0.123,0.0,22.89,1.211,-1.211,0,0.0309,0.001,-0.001,0,2453432.026,nan,-24.6355,nan,132.0,nan,-20.465,nan,1.52,0.25,-0.25,0.0,3505.0,51,-51.0,0,0.34,0.02,-0.02,0.0,0.34,0.01,-0.01,0.0,-0.12,0.16,-0.16,0.0,-1.798,0.01,-0.01,0.0,4.94,0.07,-0.07,0.0,4.2,1.1,-1.1,0.0,13.6,1.4,-1.6,0.0,2.0,0.5,-0.5,1.0,-34.6,0.03,-0.02,0.0,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,22.08045,253.88843,-33.77741,154.77055,999.9759509,0.0835821,-0.0835821,138.694,0.100166,-0.100166,-990.311,0.0832238,-0.0832238,9.44181,0.00511,-0.00511,105.883,0.0568648,-0.0568648,12.355,0.153,-0.153,10.91,0.1,-0.1,7.337,0.034,-0.034,6.74,0.033,-0.033,6.475,0.017,-0.017,10.34,0.09,9.35,0.27,7.555,0.029,-0.026,7.582,0.022,-0.022,7.581,0.018,-0.02,7.51,0.066,-0.066,9.88036,0.00144,-0.00144,8.74094,0.0074085,-0.0074085,0.0,1.0,0.0,1.0,0.0,0.0,0.0,35.99500869475113,144.00745833333332,1,False,-22.264384105319966,-16.589356014923005,-24.995841652126796,-0.017337100351693793,-0.012201771055170674,0.02354069103727624
GJ 3634 b,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.64561,0.00066,-0.00066,0,0.0287,0.001,-0.0011,0.0,1.41,0,2.83,nan,-0.3065,0,0.253,0.028,nan,0.0,8.4,4,-1.5,0,0.026,0.013,-0.005,0.0,2.04,0.18,nan,0.0,0.08,0.094,-0.057,0.0,308.21000000000004,nan,nan,nan,nan,nan,59.0,18,-24,0,nan,nan,-0.0007,nan,0.0,nan,0.07,nan,0.0,0.6465000000000001,nan,-0.0067,nan,nan,nan,nan,0.0,10.239999999999998,nan,nan,nan,nan,nan,nan,nan,2454917.04,0.82,-0.52,0,84.0,52,-130.0,0,5.59,0.55,-0.55,0.0,3517.0,157,-157.0,0,0.43,0.03,-0.03,0.0,0.45,0.05,-0.05,0.0,0.08,0.05,-0.05,0.0,-1.699,0.041,-0.046,0.0,4.78,0.01,-0.01,0.0,5.0,1.1,-1.1,0.0,6.74048,0.30813,-0.30813,0.0,1.0,0.5,-0.5,1.0,5.19,0.0,0.0,0.0,10h58m34.40s,164.6433493,-31d08m39.62s,-31.1443383,25.8085,276.22112,-34.37983,179.84556,574.1777508,0.1042353,-0.1042353,-566.861,0.104608,-0.104608,-91.3712,0.0887081,-0.0887081,20.3779,0.03165,-0.03165,49.044,0.0756471,-0.0756471,13.458,0.031,-0.031,11.938,0.028,-0.028,8.361,0.023,-0.023,7.762,0.049,-0.049,7.47,0.027,-0.027,13.0135,0.01,12.82,0.01696405,7.241,0.036,-0.026,7.223,0.02,-0.022,7.126,0.018,-0.02,6.879,0.066,-0.066,10.9233,0.00089,-0.00089,9.79462,0.0072613,-0.0072613,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.765195981325476,164.64333333333335,1,False,-38.718593793260254,-10.133545764727367,3.6004521612036218,-0.0014982139481690073,0.013721761278382667,0.022508661408102214
GJ 367 b,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0.3219225,0.0000002,-2e-07,0,0.00709,0.00027,-0.00027,0.0,0.753,0,0.699,0.024,-0.024,0,0.062,0.002,-0.002,0.0,0.633,0.05,-0.05,0,0.00199,0.00016,-0.00016,0.0,10.2,1.3,-1.3,0.0,0.06,0.07,-0.04,0.0,579.0,0,1365,32,-32,0,79.89,0.87,-0.85,0,2458544.136,0.0004,-0.0004,0,0.0,0.584,0.034,-0.037,0.0,0.0212,0.0042,-0.0042,0,0.629,0.008,-0.008,0.0,3.41,0.06,-0.07,0,0.01399,0.00028,-0.00028,0,2453432.026,nan,-24.6355,nan,66.0,41,-108.0,0,1.003,0.078,-0.078,0.0,3522.0,70,-70.0,0,0.46,0.01,-0.01,0.0,0.46,0.01,-0.01,0.0,-0.01,0.12,-0.12,0.0,-1.539,0.042,-0.043,0.0,4.78,0.03,-0.03,0.0,4.2,1.1,-1.1,0.0,6.69667,0.62032,-0.54983,0.0,2.9299999999999997,0.5,-0.5,0.0,47.92,0.0,0.0,0.0,09h44m29.15s,146.121464,-45d46m44.46s,-45.7790165,5.6589,272.24323,-54.30771,172.94487,744.05896,0.0571804,-0.0571804,-462.549,0.0557454,-0.0557454,-582.814,0.058066,-0.058066,9.41263,0.002835,-0.002835,106.211,0.0317349,-0.0317349,11.617,0.034,-0.034,10.153,0.044,-0.044,6.632,0.023,-0.023,6.045,0.044,-0.044,5.78,0.02,-0.02,13.0135,0.01,12.82,0.01696405,7.555,0.029,-0.026,7.582,0.022,-0.022,7.581,0.018,-0.02,7.51,0.066,-0.066,9.15159,0.00065,-0.00065,8.031941,0.0074304,-0.0074304,0.0,1.0,0.0,0.0,1.0,0.0,0.0,34.29471042826788,146.12145833333332,1,False,-62.99242396887543,-36.11385924685598,31.72945928523851,0.0016372884222956067,0.0024103136258083486,0.00599387754358223
