pl_name,sy_snum,sy_pnum,sy_mnum,cb_flag,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_angsep,pl_angseplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_radv,st_radverr1,st_radverr2,st_radvlim,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_rmag,sy_rmagerr1,sy_imag,sy_imagerr1,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,pl_Omega,ra_deg,cluster,is_centroid,vx,vy,vz,x,y,z
AU Mic c,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,18.858991,nan,-0.000115,0,0.1101,0.002,-0.002,0.0,11.3,0,3.24,0.16,-0.16,0,0.289,0.014,-0.014,0.0,9.6,2.07,-2.31,0,0.0302,0.00651,-0.00727,0.0,1.22,0.26,-0.29,0.0,0.00338,0.00164,-0.00164,0.0,7.3,0,459,13,-12,0,89.227,0.217,-0.217,0,2458342.224,nan,-0.0007,0,0.0,0.3,0.13,-0.19,0.0,0.097,0.018,-0.017,0,4.236,0.029,-0.029,0.0,32.05,0.86,-1,0,0.0395,0.0011,-0.0011,0,2458324.0,2.9,-3.7,0,223.2844,1.6836,-1.6836,0,3.68,0.87,-0.86,0.0,3665.0,31,-31.0,0,0.82,0.02,-0.02,0.0,0.5,0.03,-0.03,0.0,0.12,0.1,-0.1,0.0,-0.99,0.01,-0.01,0.0,4.4,0.03,-0.03,0.0,0.019,0.002,-0.002,0.0,1.75,0.14,-0.16,0.0,8.5,0.2,-0.2,0.0,-6.31,0.29,-0.29,0.0,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,-36.80401,12.65304,-12.82465,305.30682,456.8630854,0.062801,-0.062801,281.424,0.0750541,-0.0750541,-359.895,0.0539548,-0.0539548,9.7221,0.004625,-0.004625,102.829,0.0485613,-0.0485613,10.209,0.036,-0.036,8.81,0.1,-0.1,5.436,0.017,-0.017,4.831,0.016,-0.016,4.529,0.02,-0.02,13.0135,0.01,12.82,0.01696405,4.449,0.277,-0.026,4.008,0.166,-0.022,4.313,0.014,-0.02,4.14,0.066,-0.066,7.84038,0.000731,-0.000731,6.755,0.032,-0.032,2.0,1.0,0.0,1.0,0.0,0.0,0.0,228.7114485562895,311.29112499999997,1,False,-8.735961881077396,-9.665158354148337,-13.829987823994706,0.051944620069394036,0.060689300583950306,-0.07522478939530693
AU Mic d,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12.73596,0.00793,-0.00793,0,,0.0021,nan,0.0,2.085,nan,1.02,nan,-0.3065,0,0.091,0.028,nan,0.0,1.053,0.511,-0.511,0,0.00331,0.00161,-0.00161,0.0,5.45,0.18,nan,0.0,0.00305,0.00104,-0.00104,0.0,308.21000000000004,nan,nan,nan,nan,nan,89.318,1.158,-1.158,0,nan,nan,-0.0007,nan,0.0,nan,0.07,nan,0.0,0.6465000000000001,nan,-0.0067,nan,nan,nan,nan,0.0,10.239999999999998,nan,nan,nan,nan,nan,nan,nan,2453432.026,nan,-24.6355,nan,160.7894,2.5995,-2.5995,0,0.452,0.219,-0.219,0.0,3678.0,90,-88.0,0,0.74,0.02,-0.02,0.0,0.51,0.03,-0.03,0.0,0.23,0.24,-0.3,0.0,-1.038,0.049,-0.049,0.0,4.4,0.03,-0.03,0.0,0.02,0.003,-0.002,0.0,1.75,0.14,-0.16,0.0,8.5,0.2,-0.2,0.0,-6.31,0.29,-0.29,0.0,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,-36.80401,12.65304,-12.82465,305.30682,456.8630854,0.062801,-0.062801,281.424,0.0750541,-0.0750541,-359.895,0.0539548,-0.0539548,9.7221,0.004625,-0.004625,102.829,0.0485613,-0.0485613,10.209,0.036,-0.036,8.81,0.1,-0.1,5.436,0.017,-0.017,4.831,0.016,-0.016,4.529,0.02,-0.02,13.0135,0.01,12.82,0.01696405,4.449,0.277,-0.026,4.008,0.166,-0.022,4.313,0.014,-0.02,4.14,0.066,-0.066,7.84038,0.000731,-0.000731,6.755,0.032,-0.032,1.0,1.0,0.0,1.0,0.0,0.0,0.0,228.7108756404008,311.29112499999997,,False,,,,,,
BD+20 594 b,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,41.6855,0.003,-0.003,0,0.241,0.019,-0.017,0.0,1.34,0,2.578,0.112,-0.112,0,0.23,0.01,-0.01,0.0,22.2481,9.5349,-9.5349,0,0.07,0.03,-0.03,0.0,7.89,3.4,-3.1,0.0,0.0,nan,nan,0.0,308.21000000000004,nan,546,19,-18,0,89.55,0.16,-0.16,0,2457068.529,0.002801,-0.002798,0,0.0,nan,0.07,nan,0.0,0.049,0.0025,-0.0025,0,nan,nan,nan,0.0,55.8,3.3,-3.3,0,0.02204,0.00058,-0.00057,0,2453432.026,nan,-24.6355,nan,132.0,nan,-20.465,nan,3.1,1.1,-1.1,0.0,5766.0,99,-99.0,0,1.08,0.06,-0.06,0.0,1.67,0.4,-0.4,0.0,-0.15,0.05,-0.05,0.0,-0.056,0.068,-0.064,0.0,4.5,0.08,-0.08,0.0,3.34,1.95,-1.49,0.0,1.89,0.34,-0.34,0.0,3.3,0.31,-0.31,0.0,-20.34,0.0,0.0,0.0,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,-28.05348,166.7966,1.31208,56.29259,63.0539428,0.0602311,-0.0602311,36.5714,0.0750147,-0.0750147,-51.3647,0.0511293,-0.0511293,179.461,1.257,-1.24,5.54366,0.0384779,-0.0384779,11.765,0.161,-0.161,10.849,0.012,-0.012,9.770001,0.022,-0.022,9.432,0.022,-0.022,9.368,0.018,-0.018,11.872,0.05,10.918,0.54,9.31,0.024,-0.024,9.344,0.02,-0.02,9.332,0.038,-0.038,8.976,0.527,-0.527,10.8644,0.000249,-0.000249,10.4021,0.006,-0.006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,126.3480333046971,53.651125,1,False,5.691477806661979,-7.620924092856483,-8.563845968725898,0.09444431372395667,-0.13071798399445658,0.1790923791389121
BD+45 564 b,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,307.88,1.47,-1.47,0,0.83,0.04,-0.04,0.0,15.5,0,13.6,nan,-0.3065,0,1.21,0.028,nan,0.0,432.24663,38.13941,-38.13941,0,1.36,0.12,-0.12,0.0,0.944,0.18,nan,0.0,0.12,0.06,-0.06,0.0,308.21000000000004,nan,nan,nan,nan,nan,2.579,nan,nan,-1,nan,nan,-0.0007,nan,0.0,nan,0.07,nan,0.0,0.6465000000000001,nan,-0.0067,nan,nan,nan,nan,0.0,10.239999999999998,nan,nan,nan,nan,nan,nan,nan,2453432.026,nan,-24.6355,nan,70.31,51.85,-51.85,0,47.68,2.78,-2.78,0.0,5004.0,50,-50.0,0,0.81,0.04,-0.04,0.0,0.81,0.07,-0.07,0.0,-0.09,0.03,-0.03,0.0,-0.399,0.008,-0.012,0.0,4.22,0.13,-0.13,0.0,4.2,1.1,-1.1,0.0,2.22951,0.59305,-0.42147,0.0,2.0,1.0,-1.0,0.0,-6.82,0.0,0.0,0.0,02h11m47.29s,32.9470485,+45d55m27.19s,45.9242187,-14.70463,137.23205,30.57409,47.31265,278.1169411,0.087043,-0.087043,278.024,0.0870364,-0.0870364,-7.18946,0.0964199,-0.0964199,53.622,0.1919,-0.1905,18.6205,0.0659998,-0.0659998,10.536,0.19,-0.19,9.67,0.03,-0.03,8.063,0.023,-0.023,7.645,0.024,-0.024,7.557,0.024,-0.024,13.0135,0.01,12.82,0.01696405,7.555,0.029,-0.026,7.582,0.022,-0.022,7.581,0.018,-0.02,7.51,0.066,-0.066,9.41266,0.000255,-0.000255,8.8588,0.006,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.97164112980522,32.947041666666664,1,False,-2.105162644786216,-7.489381298831168,0.11795909514292087,-0.7023918135448706,0.19792010539920557,0.03094401628610971
BD+55 362 b,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,265.59,1.04,-1.04,0,0.78,0.05,-0.05,0.0,14.8,0,14.0,nan,-0.3065,0,1.25,0.028,nan,0.0,228.83645,25.42627,-25.42627,0,0.72,0.08,-0.08,0.0,0.458,0.18,nan,0.0,0.27,0.06,-0.06,0.0,308.21000000000004,nan,nan,nan,nan,nan,0.601,nan,nan,-1,nan,nan,-0.0007,nan,0.0,nan,0.07,nan,0.0,0.6465000000000001,nan,-0.0067,nan,nan,nan,nan,0.0,10.239999999999998,nan,nan,nan,nan,nan,nan,nan,2458194.19,12.29,-12.29,0,-134.44,62.43,-62.43,0,25.12,1.74,-1.74,0.0,5012.0,78,-78.0,0,0.9,0.06,-0.04,0.0,0.91,0.1,-0.1,0.0,0.18,0.05,-0.05,0.0,-0.313,0.014,-0.009,0.0,4.09,0.16,-0.16,0.0,4.2,1.1,-1.1,0.0,1.66486,0.43393,-0.38381,0.0,2.0,1.0,-1.0,0.0,-25.65,0.0,0.0,0.0,01h35m51.28s,23.9636676,+56d41m53.62s,56.6982282,-5.64657,129.03163,42.69678,46.94818,341.3577474,0.0589431,-0.0589431,264.142,0.0544796,-0.0544796,-216.227,0.0650367,-0.0650367,52.5697,0.0974,-0.0971,18.9935,0.034929,-0.034929,10.299,0.197,-0.197,9.38,0.03,-0.03,7.826,0.019,-0.019,7.443,0.031,-0.031,7.331,0.021,-0.021,13.0135,0.01,12.82,0.01696405,7.555,0.029,-0.026,7.582,0.022,-0.022,7.581,0.018,-0.02,7.51,0.066,-0.066,9.15305,0.000163,-0.000163,8.6036,0.006,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.35189931989056,23.96366666666667,6,False,6.409835174933984,6.85292903186364,-0.06891525831227226,0.4158128322850109,-0.3889702611730451,-0.00426432058954924
BD+63 1405 b,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1198.48,60.79,-60.79,0,2.06,0.14,-0.14,0.0,54.1,0,12.4,nan,-0.3065,0,1.11,0.028,nan,0.0,3305.41543,413.17693,-349.61125,0,10.4,1.3,-1.1,0.0,9.53,0.18,nan,0.0,0.88,0.02,-0.02,0.0,308.21000000000004,nan,nan,nan,nan,nan,5.974,nan,nan,-1,nan,nan,-0.0007,nan,0.0,nan,0.07,nan,0.0,0.6465000000000001,nan,-0.0067,nan,nan,nan,nan,0.0,10.239999999999998,nan,nan,nan,nan,nan,nan,nan,2455771.0,79,-83.0,0,94.25,3.76,-3.76,0,186.01,14.88,-14.88,0.0,5000.0,53,-53.0,0,0.8,0.04,-0.06,0.0,0.82,0.08,-0.08,0.0,-0.09,0.03,-0.03,0.0,-0.413,0.01,-0.013,0.0,4.2,0.17,-0.17,0.0,4.2,1.1,-1.1,0.0,2.29955,0.67773,-0.48089,0.0,2.1,1.0,-1.0,0.0,-15.33,0.01,-0.01,0.0,18h05m35.50s,271.3979337,+63d40m12.02s,63.6700064,29.1513,93.08126,87.05023,282.13451,249.4112585,0.0446934,-0.0446934,-26.4761,0.0504881,-0.0504881,248.002,0.044623,-0.044623,38.0473,0.0329,-0.0329,26.2541,0.0225786,-0.0225786,9.83,0.037,-0.037,8.96,0.03,-0.03,7.303,0.02,-0.02,6.895,0.02,-0.02,6.78,0.017,-0.017,13.0135,0.01,12.82,0.01696405,6.711,0.072,-0.072,6.73,0.021,-0.021,6.74,0.015,-0.015,6.67,0.041,-0.041,8.705,0.000257,-0.000257,8.1519,0.006,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.85447847661084,271.3979166666666,3,False,-1.2332453446187794,17.28298693192591,-0.13364660415567736,0.2452271879965535,0.01769684122555138,0.02565712528598352
BD-00 4475 b,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,723.2,0.74,-0.74,0,1.48,0.11,-0.11,0.0,34.7,0,12.0,nan,-0.3065,0,1.07,0.028,nan,0.0,7961.6016,708.75735,-708.75735,0,25.05,2.23,-2.23,0.0,25.3,0.18,nan,0.0,0.39,0.01,-0.01,0.0,308.21000000000004,nan,nan,nan,nan,nan,13.31,nan,nan,-1,nan,nan,-0.0007,nan,0.0,nan,0.07,nan,0.0,0.6465000000000001,nan,-0.0067,nan,nan,nan,nan,0.0,10.239999999999998,nan,nan,nan,nan,nan,nan,nan,2458799.64,3.47,-3.47,0,-97.55,2.46,-2.46,0,711.21,11.51,-11.51,0.0,5040.0,112,-112.0,0,0.84,0.04,-0.04,0.0,0.81,0.1,-0.1,0.0,-0.14,0.06,-0.06,0.0,-0.35,0.01,-0.011,0.0,4.25,0.22,-0.22,0.0,4.2,1.1,-1.1,0.0,2.0533,0.59545,-0.31955,0.0,3.0,1.0,-1.0,0.0,23.58,0.03,-0.03,0.0,23h10m50.60s,347.7108441,+00d24m30.82s,0.4085612,-53.35536,77.53408,5.23294,348.85773,273.7124671,0.1277973,-0.1277973,-27.7415,0.19364,-0.19364,-272.303,0.126935,-0.126935,42.6402,0.1816,-0.1801,23.4239,0.0987138,-0.0987138,9.914,0.168,-0.168,9.01,0.03,-0.03,7.483,0.023,-0.023,7.136,0.02,-0.02,6.996,0.026,-0.026,13.0135,0.01,12.82,0.01696405,6.867,0.062,-0.062,7.001,0.02,-0.02,6.985,0.018,-0.018,6.977,0.093,-0.093,8.78101,0.000253,-0.000253,8.2452,0.006,-0.006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,223.4169655629822,347.7108333333333,2,False,-6.299093471099993,-4.587910743028481,-0.23583079055410616,-0.5124323838741239,0.7141486245979081,-0.20604036969001568
BD-14 3065 b,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,4.2889731,0.0000052,-5.2e-06,0,0.0656,0.0026,-0.0026,0.0,0.111,0,21.59,1.05,-1.05,0,1.926,0.094,-0.094,0.0,3932.0,290,-280,0,12.37,0.92,-0.87,0.0,2.15,0.53,-0.48,0.0,0.066,0.0098,-0.011,0.0,646.76,0,2001,31,-31,0,80.78,0.24,-0.3,0,2459313.486,0.00076,-0.00076,0,0.0,0.9099,0.0092,-0.0079,0.0,0.649,0.023,-0.02,0,3.086,0.041,-0.041,0.0,6.01,0.12,-0.13,0,0.0843,0.0023,-0.0022,0,2453432.026,nan,-24.6355,nan,54.0,6,-9.1,0,1210,71.0,-71,0.0,6935.0,90,-90.0,0,2.35,0.08,-0.08,0.0,1.41,0.05,-0.05,0.0,-0.34,0.05,-0.05,0.0,1.06,0.03,-0.03,0.0,3.85,0.03,-0.03,0.0,2.24,0.26,-0.26,0.0,0.223,0.013,-0.014,0.0,22.0,3.0,-3.0,0.0,2.35,0.03,-0.02,0.0,10h14m40.72s,153.6696689,-15d38m34.21s,-15.6428372,32.77156,256.57364,-24.66343,161.74476,9.0305658,0.0908899,-0.0908899,-5.60772,0.096475,-0.096475,7.07846,0.0872021,-0.0872021,589.423,16.599,-15.729,1.66848,0.046156,-0.046156,11.484,0.18,-0.18,11.1,0.013,-0.013,10.143,0.026,-0.026,9.975,0.026,-0.026,9.932,0.026,-0.026,13.0135,0.01,12.82,0.01696405,9.842,0.023,-0.023,9.866,0.02,-0.02,9.852,0.049,-0.049,9.062,0.536,-0.536,10.91,0.001617,-0.001617,10.6311,0.0081,-0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.62768042150293,153.66966666666664,0,False,-20.060112014665645,-7.296414149001704,15.205626717114539,0.028634509616781566,0.023240909046073475,0.048928385645538974
BD-210397 c,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,6240.0,151,-156.0,0,5.9,0.1,-0.1,0.0,249.0,0,12.9,nan,-0.3065,0,1.15,0.028,nan,0.0,1525.57635,190.69704,-190.69704,0,4.8,0.6,-0.6,0.0,3.91,0.18,nan,0.0,0.43,0.05,-0.05,0.0,0.0,0,nan,nan,nan,nan,33.0,5,-4,0,nan,nan,-0.0007,nan,0.0,nan,0.07,nan,0.0,0.6465000000000001,nan,-0.0067,nan,nan,nan,nan,0.0,10.239999999999998,nan,nan,nan,nan,nan,nan,nan,2460193.0,195,-156.0,0,174.0,9,-9.0,0,34,12.0,-3,0.0,4051.0,239,-239.0,0,0.75,0.09,-0.09,0.0,0.69,0.01,-0.01,0.0,0.12,0.1,-0.1,0.0,-0.87,0.006,-0.006,0.0,4.67,0.06,-0.06,0.0,4.0,9.5,-2.8,0.0,2.23897,0.71357,-0.81088,0.0,3.2,0.5,-0.5,0.0,2.35,0.03,-0.02,0.0,02h13m12.58s,33.3024198,-21d11m46.37s,-21.1962147,-70.45622,199.69949,-32.36798,22.68899,379.6005102,0.0694379,-0.0694379,375.476,0.0690585,-0.0690585,55.8061,0.0848537,-0.0848537,23.7324,0.0228,-0.0227,42.1075,0.0401158,-0.0401158,11.137,0.024,-0.024,9.84,0.03,-0.03,7.296,0.02,-0.02,6.665,0.016,-0.016,6.504,0.018,-0.018,13.0135,0.01,12.82,0.01696405,7.555,0.029,-0.026,7.582,0.022,-0.022,7.581,0.018,-0.02,7.51,0.066,-0.066,9.25962,0.000826,-0.000826,8.4502,0.0061,-0.0061,2.0,1.0,0.0,1.0,0.0,0.0,0.0,129.6606801677214,33.302416666666666,6,False,2.904149247500111,1.8513925893586272,-2.2192568395270755,1.907680353315135,-2.762945722287929,0.19145653623284453
CD Cet b,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.2907,0.00012,-0.00012,0,0.0185,0.0013,-0.0013,0.0,2.15,0,1.82,nan,-0.3065,0,0.162,0.028,nan,0.0,3.95,0.42,-0.43,0,0.01243,0.00132,-0.00135,0.0,3.6,0.18,nan,0.0,0.12,nan,nan,0.0,8.6,0,464,18,-18,0,87.48,0.25,-0.28,1,nan,nan,-0.0007,nan,0.0,nan,0.07,nan,0.0,0.6465000000000001,nan,-0.0067,nan,nan,nan,nan,0.0,10.239999999999998,nan,nan,nan,nan,nan,nan,nan,2458804.489,0.017,-0.018,0,132.0,nan,-20.465,nan,6.51,0.22,-0.23,0.0,3130.0,51,-51.0,0,0.17,0.01,-0.01,0.0,0.16,0.01,-0.01,0.0,0.13,0.16,-0.16,0.0,-2.533,0.008,-0.008,0.0,4.93,0.04,-0.04,0.0,3.0,2.0,-2.0,0.0,30.35878,0.89436,-0.89436,0.0,2.0,0.5,-0.5,1.0,2.35,0.03,-0.02,0.0,03h13m24.72s,48.3530155,+04d46m30.68s,4.7751881,-43.1678,175.42689,-12.69914,47.24706,1743.982574,0.1676079,-0.1676079,1741.86,0.167646,-0.167646,86.0172,0.151181,-0.151181,8.60715,0.00658,-0.00658,116.154,0.08816,-0.08816,10.307500000000001,0.03,-0.03,13.95,0.2,-0.2,8.775,0.02,-0.02,8.208,0.038,-0.038,7.833,0.024,-0.024,13.9494,0.0095067,14.1848,0.0115465,7.555,0.029,-0.026,7.582,0.022,-0.022,7.581,0.018,-0.02,7.51,0.066,-0.066,12.1232,0.00105,-0.00105,10.6701,0.0078729,-0.0078729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.61945790897354,48.353,1,False,26.869173387014555,-27.934313587334355,-34.83793305252656,0.006837543976495827,-0.008496948171519268,0.012086697817849216
CoRoT-1 b,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1.5089557,0.0000064,-6.4e-06,0,0.02752,0.00022,-0.00023,0.0,0.0349,0,16.7,0.9,-0.9,0,1.49,0.08,-0.08,0.0,327.35,38.14,-38.14,0,1.03,0.12,-0.12,0.0,0.38,0.05,-0.05,0.0,0.0,nan,nan,0.0,2852.63,0,1898,50,-50,0,85.1,0.5,-0.5,0,2454159.453,0.0001,-0.0001,0,0.0,0.35,0.08,-0.08,0.0,1.92654,0.058737,-0.057855,0,2.373,0.245,-0.245,0.0,4.92,0.08,-0.08,0,0.1388,0.0021,-0.0021,0,2453432.026,nan,-24.6355,nan,132.0,nan,-20.465,nan,188,11.0,-11,0.0,5950.0,150,-150.0,0,1.11,0.05,-0.05,0.0,0.95,0.15,-0.15,0.0,-0.3,0.25,-0.25,0.0,0.298,0.029,-0.031,0.0,4.25,0.3,-0.3,0.0,1.6,0.5,-0.5,0.0,0.93,0.027,-0.027,0.0,5.2,1.0,-1.0,0.0,23.35,0.01,-0.01,0.0,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,-2.10712,215.33882,-25.9795,103.43795,6.039454,0.0471126,-0.0471126,-6.01462,0.0471568,-0.0471568,0.54713,0.0414233,-0.0414233,787.909,23.491,-23.491,1.24176,0.0375126,-0.0375126,14.158,0.053,-0.053,13.623,0.114,-0.114,12.462,0.029,-0.029,12.218,0.026,-0.026,12.149,0.027,-0.027,13.0135,0.01,12.82,0.01696405,12.098,0.023,-0.023,12.136,0.023,-0.023,12.29,0.338,-0.338,9.091,0.066,-0.066,13.457,0.000477,-0.000477,13.0501,0.0165,-0.0165,0.0,6.0,1.0,0.0,6.0,5.0,0.0,77.96299935903542,102.079875,1,False,-3.7526610165955976,-27.979392331280057,-25.25087450923198,-0.005548697927585262,-0.017645295202769223,0.02037660198648294
CoRoT-10 b,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,13.2406,0.0002,-0.0002,0,0.1055,0.0021,-0.0021,0.0,0.312,0,10.87,0.78,-0.78,0,0.97,0.07,-0.07,0.0,874.0,50.85,-50.85,0,2.75,0.16,-0.16,0.0,3.7,0.83,-0.83,0.0,0.53,0.04,-0.04,0.0,308.21000000000004,nan,600,23,-23,0,88.55,0.2,-0.2,0,2454273.344,0.0012,-0.0012,0,0.0,0.85,0.03,-0.03,0.0,1.61036,0.097888,-0.095,0,2.98,0.06,-0.06,0.0,31.33,2.15,-2.15,0,0.1269,0.0038,-0.0038,0,2454990.85,0.08,-0.08,0,218.9,6.4,-6.4,0,301,10.0,-10,0.0,5075.0,75,-75.0,0,0.79,0.05,-0.05,0.0,0.89,0.05,-0.05,0.0,0.26,0.07,-0.07,0.0,-0.726,0.012,-0.012,0.0,4.65,0.1,-0.1,0.0,3.0,1.1,-1.1,1.0,3.32,0.7,-0.7,0.0,2.0,0.5,-0.5,0.0,15.33,0.01,-0.01,0.0,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,-6.95299,37.36069,22.5266,292.89599,22.9585905,0.0544698,-0.0544698,-3.19635,0.0687823,-0.0687823,-22.735,0.0541488,-0.0541488,338.386,3.9865,-3.9865,2.92694,0.0345474,-0.0345474,17.344,0.166,-0.166,15.293,0.137,-0.137,12.527,0.025,-0.025,11.929,0.028,-0.028,11.782,0.021,-0.021,14.73,0.03,13.74,0.03,11.64,0.022,-0.022,11.752,0.023,-0.023,11.396,0.213,-0.213,8.923,0.066,-0.066,14.6645,0.000329,-0.000329,13.8215,0.006,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.94247229405084,291.0636666666667,3,False,-8.516381750377025,-20.206585603319283,-27.153551622266782,0.013129987598670996,0.036295310489782406,-0.03112757759783174
CoRoT-11 b,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2.99433,0.000011,-1.1e-05,0,0.0436,0.005,-0.005,0.0,0.0666,0,16.03,0.34,-0.34,0,1.43,0.03,-0.03,0.0,740.51,108.06,-108.06,0,2.33,0.34,-0.34,0.0,0.99,0.15,-0.15,0.0,0.0,nan,nan,0.0,308.21000000000004,nan,1657,55,-55,0,83.17,0.15,-0.15,0,2454597.679,0.0003,-0.0003,0,0.0,0.818,0.008,-0.008,0.0,1.1449,0.010725,-0.010675,0,2.5009,0.0144,-0.0144,0.0,6.89,0.08,-0.08,0,0.107,0.0005,-0.0005,0,2453432.026,nan,-24.6355,nan,132.0,nan,-20.465,nan,280,40.0,-40,0.0,6440.0,120,-120.0,0,1.37,0.03,-0.03,0.0,1.27,0.05,-0.05,0.0,-0.03,0.08,-0.08,0.0,0.378,0.023,-0.024,0.0,4.22,0.23,-0.23,0.0,2.0,1.0,-1.0,0.0,0.69,0.02,-0.02,0.0,40.0,5.0,-5.0,0.0,-1.34,0.04,-0.04,0.0,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,4.63005,37.24009,28.92669,282.16226,5.5818875,0.0764887,-0.0764887,1.91873,0.0704864,-0.0704864,-5.24175,0.0772575,-0.0772575,655.037,24.947,-23.209,1.50071,0.0555897,-0.0555897,13.529,0.029,-0.029,12.897,0.114,-0.114,11.589,0.021,-0.021,11.416,0.029,-0.029,11.248,0.022,-0.022,12.638,0.019,12.283,0.053,11.173,0.022,-0.022,11.265,0.021,-0.021,11.47,0.206,-0.206,9.198,0.066,-0.066,12.841,0.000336,-0.000336,12.419,0.0216,-0.0216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.3868149821962,280.6872916666667,1,False,1.7650263502910213,22.420439528573112,-19.991920043014815,0.00916056095455957,0.027965327940913685,0.032171175859066
